id,fake,real
TEST_00340,0.0,0.0
TEST_00341,0.5112994983792305,0.1541565045481547
TEST_00342,0.2812387272715568,1.0
TEST_00343,0.2649052217602729,0.931169256567955
TEST_00344,0.4464615136384964,0.8794551491737366
TEST_00345,0.2535199485719204,1.0
TEST_00346,0.328623317182064,0.8642908185720444
TEST_00347,0.3813433200120926,1.0
TEST_00348,0.6031125336885452,0.4769413769245147
TEST_00349,0.5724522918462753,0.9255063831806184
TEST_00350,0.2890039309859276,0.8572203069925308
TEST_00351,0.466557428240776,0.2038350494112819
TEST_00352,0.367364339530468,0.9034669250249864
TEST_00353,0.0,0.0
TEST_00354,0.2539252415299415,1.0
TEST_00355,0.3714315816760063,0.9164048731327056
TEST_00356,1.0,0.3533330038189888
TEST_00357,0.3580218851566314,1.0
TEST_00358,0.3992019183933735,1.0
TEST_00359,0.3192522823810577,1.0
TEST_00360,0.4022306650876999,0.925409123301506
TEST_00361,0.2554058916866779,1.0
TEST_00362,0.5903037935495377,0.584734208881855
TEST_00363,0.3357753939926624,1.0
TEST_00364,0.3369021788239479,0.9421419352293016
TEST_00365,0.4332787469029426,1.0
TEST_00366,0.4933101609349251,0.5907676517963409
TEST_00367,0.0,0.0
TEST_00368,0.395291656255722,1.0
TEST_00369,0.5839092284440994,1.0
TEST_00370,0.0,0.0
TEST_00371,0.2413510344922542,1.0
TEST_00372,0.0,0.0
TEST_00373,0.6563019901514053,0.0
TEST_00374,0.3865082412958145,1.0
TEST_00375,0.371980395168066,1.0
TEST_00376,0.0,0.0
TEST_00377,0.2402132488787174,1.0
TEST_00378,0.6306152045726776,0.8906970024108887
TEST_00379,0.2081114910542965,1.0
TEST_00380,0.4393953084945678,1.0
TEST_00381,0.2884401343762874,1.0
TEST_00382,0.3297538608312607,1.0
TEST_00383,0.6244998052716255,0.1225782791152595
TEST_00384,0.2823619861155748,0.0
TEST_00385,0.2947024405002594,1.0
TEST_00386,0.2335033006966114,1.0
TEST_00387,0.3851886689662933,1.0
TEST_00388,0.3299700953066349,0.9204959720373154
TEST_00389,0.2738152258098125,0.5399816706776619
TEST_00390,0.4282688573002814,0.7852856665849686
TEST_00391,0.413776196539402,1.0
TEST_00392,0.0,0.0
TEST_00393,0.325291022658348,1.0
TEST_00394,0.4128505848348139,0.0
TEST_00395,0.3409317694604397,0.6922856867313385
TEST_00396,0.0,0.0
TEST_00397,0.0,0.0
TEST_00398,0.4217135980725288,0.3631022628396749
TEST_00399,0.2116901800036429,0.7656213939189911
TEST_00400,0.3974696323275566,1.0
TEST_00401,0.3264811635017394,0.9212490767240524
TEST_00402,0.0,0.0
TEST_00403,0.5784379541873932,0.5473458468914032
TEST_00404,0.0,0.0
TEST_00405,0.2566800415515899,0.7900522500276566
TEST_00406,0.214148249477148,0.7136589139699936
TEST_00407,0.3955932036042213,0.0
TEST_00408,0.158683642745018,0.0
TEST_00409,0.3737168237566948,0.2099787386832758
TEST_00410,0.0,0.0
TEST_00411,0.0,0.0
TEST_00412,0.3727943375706672,1.0
TEST_00413,0.2173379734158516,0.9150099456310272
TEST_00414,0.3898124285042286,0.0
TEST_00415,0.3694381564855575,1.0
TEST_00416,0.1713426038622855,0.0
TEST_00417,0.0,0.0
TEST_00418,0.2888322323560714,1.0
TEST_00419,0.4008536636829376,1.0
TEST_00420,0.4448515698313713,0.934945359826088
TEST_00421,0.3370526731014251,0.8414103537797928
TEST_00422,0.4364220350980758,1.0
TEST_00423,0.0,0.0
TEST_00424,0.354242879897356,0.6555372923612595
TEST_00425,0.4537269249558449,0.7358104884624481
TEST_00426,0.3760468140244484,0.8617403209209442
TEST_00427,0.2156044133007526,0.9431583732366562
TEST_00428,0.338133905082941,1.0
TEST_00429,0.0,0.45822792686522
TEST_00430,0.3775464072823524,1.0
TEST_00431,0.1510058846324682,0.0
TEST_00432,0.28649428114295,1.0
TEST_00433,0.2805408164858818,0.9268024414777756
TEST_00434,0.5275086238980293,0.0
TEST_00435,0.6238179355859756,0.1958055030554532
TEST_00436,0.2634633108973503,0.4487098250538111
TEST_00437,0.3156747370958328,1.0
TEST_00438,0.4006521552801132,1.0
TEST_00439,0.3682302571833133,1.0
TEST_00440,0.3020640127360821,0.9481759667396544
TEST_00441,0.0,0.0
TEST_00442,0.3581288047134876,0.9168238192796708
TEST_00443,0.2441317588090896,0.0
TEST_00444,0.0,0.0
TEST_00445,0.3774049878120422,1.0
TEST_00446,0.3064241893589496,1.0
TEST_00447,0.6026148051023483,0.2499379077926277
TEST_00448,0.2475123777985572,0.0
TEST_00449,0.2150281872600316,1.0
TEST_00450,0.1866563856601714,0.8068230450153351
TEST_00451,0.5065587908029556,0.8302245140075684
TEST_00452,0.0,0.0
TEST_00453,0.2596859335899353,1.0
TEST_00454,0.2976777516305446,0.0
TEST_00455,0.5225157737731934,0.818395659327507
TEST_00456,0.4975479617714882,1.0
TEST_00457,0.3366584181785583,0.94608111679554
TEST_00458,0.0,0.0
TEST_00459,1.0,0.4081209413707256
TEST_00460,0.4454023092985153,1.0
TEST_00461,0.3827690035104751,1.0
TEST_00462,0.0,0.0
TEST_00463,0.1191402506083249,0.0
TEST_00464,0.0,0.0
TEST_00465,0.2704170159995556,1.0
TEST_00466,0.2817362807691097,1.0
TEST_00467,0.0,0.0
TEST_00468,0.0,0.0
TEST_00469,0.1750509422272443,0.5633244141936302
TEST_00470,0.2936152108013629,1.0
TEST_00471,0.0,0.0
TEST_00472,0.1280085779726505,0.3459820376010611
TEST_00473,0.4446490854024886,1.0
TEST_00474,0.2993087284266948,0.7679577022790909
TEST_00475,0.5824282765388489,0.91364224255085
TEST_00476,0.0,0.0
TEST_00477,0.3850584626197815,1.0
TEST_00478,0.2320728860795497,0.772282287478447
TEST_00479,0.2282779365777969,0.9327901303768158
TEST_00480,0.4119341000914573,1.0
TEST_00481,0.2264750767499208,1.0
TEST_00482,0.2747560068964958,0.4318012353032827
TEST_00483,0.3838001266121864,1.0
TEST_00484,0.5503869205713272,0.8866083472967148
TEST_00485,0.3579062111675739,1.0
TEST_00486,0.0,0.0
TEST_00487,0.370705984532833,1.0
TEST_00488,0.3819963000714779,0.0
TEST_00489,0.2509661354124546,0.937143698334694
TEST_00490,0.4128620922565459,0.0
TEST_00491,0.2977493666112423,0.93100868165493
TEST_00492,0.5857066437602043,0.2946563102304935
TEST_00493,0.0,0.0
TEST_00494,0.5358152464032173,0.9241510033607484
TEST_00495,0.2101463191211223,0.6754560619592667
TEST_00496,0.5723370015621185,0.3887956663966179
TEST_00497,0.0,0.0
TEST_00498,0.0,0.0
TEST_00499,0.4453013986349106,1.0
TEST_00500,0.3646892309188843,0.9008057117462158
TEST_00501,0.5116836577653885,0.9132415652275084
TEST_00502,0.4619969055056572,0.2232445534318685
TEST_00503,0.2348689921200275,0.6862109303474426
TEST_00504,0.0,0.0
TEST_00505,0.1096784751862287,0.0
TEST_00506,0.4737750962376594,0.9204504191875458
TEST_00507,0.4294523745775223,1.0
TEST_00508,0.4557056128978729,0.6500828564167023
TEST_00509,0.4699576646089554,0.8245138227939606
TEST_00510,0.4434261955320835,0.7984009832143784
TEST_00511,0.3883435167372226,0.917252391576767
TEST_00512,0.4564112275838852,0.9477131962776184
TEST_00513,0.0,0.0
TEST_00514,0.4202760607004165,0.9499007761478424
TEST_00515,0.295235738158226,0.906571477651596
TEST_00516,0.4005401581525802,1.0
TEST_00517,0.0,0.0
TEST_00518,0.2512328028678894,0.8052387088537216
TEST_00519,0.3751066923141479,1.0
TEST_00520,0.0,0.0
TEST_00521,0.4542431533336639,1.0
TEST_00522,0.3018341735005379,1.0
TEST_00523,0.2043404765427112,0.1393519542180001
TEST_00524,0.0,0.0
TEST_00525,0.2281717918813228,0.5832250192761421
TEST_00526,0.0,0.0
TEST_00527,0.2535604462027549,0.2000781571259721
TEST_00528,0.2231735289096831,1.0
TEST_00529,0.0,0.0
TEST_00530,0.3032427690923214,1.0
TEST_00531,0.1874709241092205,0.6754060089588165
TEST_00532,0.3101528137922287,1.0
TEST_00533,0.3834140673279762,0.8070688247680664
TEST_00534,0.660489946603775,0.448097787797451
TEST_00535,0.1377345770597457,0.0
TEST_00536,0.4365565702319145,1.0
TEST_00537,0.2470038942992687,0.7991488426923752
TEST_00538,0.4255639389157295,1.0
TEST_00539,0.2129611857235431,0.7009277939796448
TEST_00540,0.3335594311356544,0.5257796086370945
TEST_00541,0.3890747837722301,0.425328561104834
TEST_00542,0.2265961952507495,0.8245116472244263
TEST_00543,0.3225297927856445,1.0
TEST_00544,0.5312289744615555,0.8067421615123749
TEST_00545,0.3117128647863865,0.5841765403747559
TEST_00546,0.1624602265655993,0.0
TEST_00547,0.2898614779114723,0.9074717462062836
TEST_00548,0.2546053417026996,1.0
TEST_00549,0.4701597020030021,1.0
TEST_00550,0.4122083410620689,1.0
TEST_00551,0.3434468507766723,1.0
TEST_00552,0.290997639298439,1.0
TEST_00553,0.0,0.0
TEST_00554,0.2177793085575103,0.9121125340461732
TEST_00555,0.3316100090742111,0.7914300411939621
TEST_00556,0.551445372402668,0.9487438350915908
TEST_00557,0.3596655204892158,1.0
TEST_00558,0.444259762763977,1.0
TEST_00559,0.2930694632232189,1.0
TEST_00560,0.4360045604407787,0.8811161667108536
TEST_00561,0.311493594199419,1.0
TEST_00562,0.6214770525693893,1.0
TEST_00563,0.2085487209260463,0.8277656137943268
TEST_00564,0.3168606013059616,1.0
TEST_00565,0.3535090275108814,1.0
TEST_00566,0.5480504408478737,0.6356276869773865
TEST_00567,0.3443306758999824,0.942460834980011
TEST_00568,0.2845894247293472,0.9441336393356324
TEST_00569,0.184211067855358,1.0
TEST_00570,0.2248975671827792,1.0
TEST_00571,0.2960858754813671,1.0
TEST_00572,0.4464505426585674,0.3647546207066625
TEST_00573,0.3022402860224246,0.0
TEST_00574,0.2692591324448585,0.7754961103200912
TEST_00575,0.2316164560616015,0.49723045155406
TEST_00576,0.2172972969710826,0.853956937789917
TEST_00577,0.1260900441557169,0.0
TEST_00578,0.4657443389296531,0.9458159655332564
TEST_00579,0.4179994612932205,1.0
TEST_00580,0.3590088859200477,0.9383290261030196
TEST_00581,0.1310718040913343,0.3619501539506018
TEST_00582,0.6473230272531509,1.0
TEST_00583,0.3801695927977562,1.0
TEST_00584,0.3336065337061882,1.0
TEST_00585,1.0,0.2170618576928972
TEST_00586,0.4013053849339485,1.0
TEST_00587,0.3212872073054313,0.6227855384349823
TEST_00588,0.561895102262497,0.1582022923976183
TEST_00589,0.2424210496246814,0.5823869928717613
TEST_00590,0.2967000566422939,1.0
TEST_00591,0.5309928432106972,0.924243465065956
TEST_00592,0.2880827374756336,1.0
TEST_00593,0.6698382049798965,0.8438102304935455
TEST_00594,0.5760007128119469,0.7230517417192459
TEST_00595,0.1057749092578887,0.7429076284170151
TEST_00596,0.2687943764030933,1.0
TEST_00597,0.4097829684615135,0.5138344392180443
TEST_00598,0.5285141468048096,1.0
TEST_00599,0.344017244875431,1.0
TEST_00600,0.2442614585161209,1.0
TEST_00601,1.0,0.8137946575880051
TEST_00602,0.0,0.0
TEST_00603,0.3438566923141479,1.0
TEST_00604,0.3386182822287082,0.909009888768196
TEST_00605,0.3743385337293148,0.8832985609769821
TEST_00606,0.2305613085627555,1.0
TEST_00607,0.1999238692224025,0.6303515061736107
TEST_00608,0.2749840244650841,0.8744235336780548
TEST_00609,0.6781195104122162,0.2302386350929737
TEST_00610,0.2416027523577212,0.5133980065584183
TEST_00611,0.2052196785807609,0.3851504409685731
TEST_00612,0.3011299446225166,0.9001010358333588
TEST_00613,0.2436943612992763,0.7160709351301193
TEST_00614,0.0,0.0
TEST_00615,0.3350365608930588,1.0
TEST_00616,0.2716664969921111,0.9204884618520736
TEST_00617,0.4383170902729034,0.9278154224157332
TEST_00618,0.5812876522541046,0.8515695631504059
TEST_00619,1.0,0.3814374431967735
TEST_00620,0.3001243807375431,0.9407629668712616
TEST_00621,0.2735461369156837,0.78079654276371
TEST_00622,0.1517302636057138,0.0
TEST_00623,0.2850188501179218,0.9345099180936812
TEST_00624,0.6368138343095779,0.8849804550409317
TEST_00625,0.2506885007023811,0.8900830447673798
TEST_00626,0.376482494175434,0.186780247837305
TEST_00627,0.3755205124616623,1.0
TEST_00628,0.3885088339447975,1.0
TEST_00629,0.2425072155892848,0.5164954178035259
TEST_00630,0.2668407037854194,0.6548500210046768
TEST_00631,0.5293590351939201,0.2179532682057469
TEST_00632,0.4357302486896515,1.0
TEST_00633,0.4888655543327331,0.8113142102956772
TEST_00634,0.3053708150982857,1.0
TEST_00635,0.55324637144804,0.6767803877592087
TEST_00636,0.0,0.0
TEST_00637,0.2556429505348205,1.0
TEST_00638,0.4069981947541237,0.8952641636133194
TEST_00639,0.0,0.0
TEST_00640,0.5925349295139313,1.0
TEST_00641,0.2606707736849785,0.4322935082018375
TEST_00642,0.2747411951422691,0.4798914361745119
TEST_00643,0.2416423186659812,1.0
